@relation 'dr_ICA-weka.filters.unsupervised.attribute.IndependentComponents-W-A20-N200-T1.0E-4_clustered-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,22,21'

@attribute Instance_number numeric
@attribute Source_0 numeric
@attribute Source_1 numeric
@attribute Source_2 numeric
@attribute Source_3 numeric
@attribute Source_4 numeric
@attribute Source_5 numeric
@attribute Source_6 numeric
@attribute Source_7 numeric
@attribute Source_8 numeric
@attribute Source_9 numeric
@attribute Source_10 numeric
@attribute Source_11 numeric
@attribute Source_12 numeric
@attribute Source_13 numeric
@attribute Source_14 numeric
@attribute Source_15 numeric
@attribute Source_16 numeric
@attribute Source_17 numeric
@attribute Source_18 numeric
@attribute Cluster {cluster0,cluster1}
@attribute Class {0,1}

@data
115,0.006363,0.008672,0.004532,-0.045896,-0.00153,-0.023132,0.026122,-0.00468,0.000284,-0.026094,-0.017452,0.019049,-0.032295,0.01833,-0.043853,0.011671,-0.015481,-0.01351,-0.010116,cluster1,0
116,-0.018386,0.034013,-0.016906,-0.018089,0.002184,-0.035644,0.009481,-0.037587,-0.007259,0.006114,0.026218,-0.02112,-0.010782,-0.015005,0.028346,0.013537,-0.018297,-0.01495,0.003158,cluster1,0
117,-0.013382,-0.017381,0.025371,0.03315,0.005383,0.03677,-0.014262,0.034136,0.019666,0.020323,-0.016285,0.044452,0.011621,-0.015605,-0.014369,0.024965,-0.016787,-0.009357,-0.01682,cluster1,0
118,-0.013374,0.009409,0.011294,0.003089,0.0032,0.002294,-0.054759,0.002956,-0.037367,-0.025036,0.014235,-0.016297,-0.033271,0.004286,-0.007963,-0.006874,-0.008516,0.005169,-0.030832,cluster0,1
119,0.012565,0.001812,0.044598,0.032177,-0.029616,0.038669,-0.004893,-0.005305,0.048371,0.010464,0.006333,0.022978,0.012816,0.015082,-0.007275,0.021252,0.013807,0.046938,0.015061,cluster1,0
120,0.014846,-0.008274,0.006455,-0.015788,-0.00599,-0.000032,-0.010733,0.003957,-0.023417,-0.002856,-0.025659,-0.00002,-0.012004,-0.001624,0.005063,-0.027316,-0.021002,0.021375,0.004019,cluster0,1
121,-0.001279,0.033018,0.008314,-0.012721,0.0293,-0.011236,-0.016751,0.007106,-0.005003,-0.035742,0.019646,0.012707,-0.03533,0.015866,-0.032569,0.005452,0.00261,-0.000645,-0.015776,cluster0,1
122,-0.006101,-0.040203,-0.024077,-0.027995,0.022242,-0.008751,0.015075,-0.034886,-0.021309,-0.028148,0.05219,-0.001522,0.035895,-0.014768,-0.03161,-0.016761,0.019117,0.013533,0.038393,cluster0,1
123,-0.001392,-0.011682,0.009956,-0.001224,0.000768,0.019669,-0.005788,-0.008854,0.027194,0.011898,-0.015892,0.019221,-0.021377,-0.007607,-0.003155,-0.009539,-0.01221,0.014075,0.017871,cluster1,0
124,0.009113,-0.030657,-0.022335,-0.030264,-0.000528,-0.010881,0.031799,0.018343,-0.030116,-0.005779,-0.008906,0.005617,-0.001034,-0.004771,0.002015,-0.012893,-0.057119,0.012602,-0.039574,cluster0,1
125,-0.088211,-0.136502,0.046769,0.210354,0.071447,-0.29244,0.102171,0.088193,-0.067148,0.079382,0.005758,-0.062862,-0.174132,-0.066466,-0.004182,0.069311,0.10745,0.095774,0.018893,cluster1,0
126,-0.053407,-0.082348,-0.005427,-0.007442,-0.008589,0.014727,-0.013286,-0.026934,0.009373,0.004674,0.007472,0.001041,0.05236,-0.043271,-0.03758,0.026081,-0.026843,0.006823,0.012713,cluster1,0
127,0.020067,-0.012186,-0.013589,-0.026042,-0.065638,0.010235,0.065017,-0.037122,-0.038872,0.058135,0.015769,-0.023858,-0.011323,-0.001294,-0.043201,-0.002862,-0.020418,-0.034053,-0.017971,cluster0,1
128,0.040385,0.001813,0.007476,-0.005622,-0.022321,0.025208,0.037516,-0.011052,-0.006616,0.016406,0.011343,0.017593,-0.01292,0.016537,-0.038835,-0.022339,-0.004614,0.030919,0.007822,cluster0,1
129,0.020221,0.008085,0.046008,0.087446,-0.150461,0.000328,0.008895,0.02978,0.067552,-0.108725,0.056432,-0.063017,0.054395,0.065392,0.028376,-0.002468,0.036135,0.041822,-0.013436,cluster0,1
130,-0.004916,-0.005144,-0.002542,-0.013659,-0.03494,-0.001257,0.00992,-0.031308,0.010052,0.026577,-0.008902,-0.009375,-0.021527,-0.017938,0.005715,-0.009262,-0.024635,-0.013024,0.030994,cluster0,1
131,0.004446,0.035988,0.000064,0.003615,0.032377,-0.010297,-0.015808,0.001411,0.029572,-0.026081,0.00745,0.01056,-0.036579,-0.00035,-0.014567,-0.030464,0.013935,-0.012397,0.024412,cluster1,0
132,-0.008431,-0.012959,0.007918,-0.008853,-0.01804,0.017132,0.035252,-0.026139,-0.007242,0.005052,0.005453,0.021322,-0.003401,0.011266,-0.023942,0.049959,-0.021249,0.015495,-0.050832,cluster0,1
133,0.000281,0.015019,-0.003168,-0.005953,-0.049627,-0.02987,0.031684,-0.055518,-0.004746,0.022819,0.008561,0.0019,0.007626,-0.005981,0.011487,0.006446,-0.029549,-0.006585,-0.00005,cluster0,1
134,0.024987,0.007749,0.002836,-0.034715,-0.006763,-0.011084,0.025954,0.005888,-0.018925,0.002238,-0.006385,0.006261,-0.003248,0.001566,-0.001759,0.000124,-0.027078,0.021253,0.018783,cluster0,1
135,0.001617,0.043221,0.002629,0.008989,0.031102,-0.012777,-0.020411,-0.002717,-0.00222,-0.012038,0.006613,0.017051,-0.02767,-0.003521,-0.017153,-0.025012,0.012564,-0.024771,0.010066,cluster0,1
136,-0.006942,-0.017165,0.00231,-0.008685,-0.010862,0.005194,0.006595,0.012318,0.006835,0.014366,-0.013131,0.006676,0.000578,-0.017394,0.011194,0.010019,-0.035096,-0.001318,0.004925,cluster1,0
137,0.003073,0.013184,-0.009146,-0.005767,-0.030316,-0.000755,0.024524,-0.07697,-0.012856,0.045528,0.000539,0.008385,-0.027788,-0.015422,-0.01239,-0.016565,-0.017488,-0.011662,0.015044,cluster0,1
138,-0.012065,0.022935,0.003928,0.01495,0.029925,-0.00617,-0.023189,0.008805,0.001061,-0.036258,0.007695,0.011237,-0.013756,0.000992,0.00392,0.002334,-0.002183,0.002638,-0.021144,cluster1,0
139,-0.013123,0.019106,-0.007474,0.003084,0.02391,-0.013193,-0.013209,0.010838,-0.015543,-0.022961,-0.002854,-0.018561,0.005087,-0.018412,0.052305,0.006465,-0.0121,0.006079,0.002518,cluster1,0
140,-0.010607,-0.019805,-0.001397,0.015249,-0.034951,0.016036,0.005645,-0.023326,-0.000455,0.042944,-0.020576,-0.017617,0.007233,-0.033179,0.040869,0.003093,-0.028534,-0.01904,0.028808,cluster0,1
141,-0.009823,-0.042384,-0.002586,-0.040539,0.007588,-0.030167,-0.002369,-0.005353,-0.024303,-0.021269,-0.000878,0.01129,0.053726,-0.022467,-0.057478,-0.005754,-0.015969,0.002128,0.036024,cluster0,1
142,-0.012248,0.014101,0.005125,-0.007317,0.04572,-0.010941,-0.013163,0.009124,-0.004657,0.013465,-0.024633,-0.012882,0.012967,-0.007555,0.031442,0.003358,0.036176,-0.033706,-0.023943,cluster1,0
143,0.023238,0.00247,0.021439,-0.000095,-0.003919,0.021996,0.010002,0.023783,-0.016774,0.008352,-0.00097,0.034201,-0.000854,0.00633,-0.034943,0.009717,-0.014738,0.014444,-0.004026,cluster1,0
144,0.009402,-0.026832,0.017991,-0.038277,-0.021889,-0.006629,-0.002757,-0.017206,0.035452,0.054818,-0.009542,-0.005065,-0.012606,0.009532,0.003576,-0.026756,0.020768,-0.027553,0.021915,cluster1,0
145,-0.020553,-0.010825,-0.087669,0.010342,-0.101567,-0.067131,0.064693,0.003431,0.031763,-0.036688,-0.010636,0.045051,0.063972,0.118973,0.071736,-0.006737,-0.017537,0.044939,0.03952,cluster0,1
146,0.001851,0.037388,0.002761,0.003592,0.021129,-0.012793,-0.017021,-0.01295,0.007012,-0.045204,0.014819,0.00211,-0.026754,0.007789,0.008052,-0.011048,0.00361,0.026138,0.008948,cluster1,0
147,-0.01274,-0.019533,0.011229,0.010562,-0.029793,0.021869,-0.003008,-0.018114,0.045116,0.018895,0.010312,0.023305,-0.031715,-0.000723,-0.039507,-0.002872,-0.022274,-0.008756,-0.004807,cluster0,1
148,0.01794,0.005741,0.006818,-0.016113,-0.011604,-0.012089,0.02118,0.00094,0.016496,-0.019876,-0.002596,0.017632,-0.005208,0.009931,-0.004381,-0.002893,-0.024073,0.028466,0.012024,cluster0,1
149,-0.000907,-0.027107,0.02611,0.02123,-0.083248,0.0117,-0.028782,0.003699,-0.013494,-0.039517,-0.017026,-0.025279,-0.013842,0.016349,-0.009049,-0.016232,-0.012477,0.000857,-0.020423,cluster0,1
150,-0.002604,-0.009091,0.010642,-0.016296,-0.012217,-0.007811,0.010931,0.021354,0.013618,-0.007146,-0.005957,0.009522,0.010875,-0.00386,0.013787,0.028481,-0.037081,0.01653,0.001204,cluster0,1
151,0.004788,-0.002463,0.006417,-0.017701,-0.000696,-0.00456,0.003466,0.012384,0.011878,-0.007942,-0.026369,0.004574,-0.005369,-0.010341,0.019245,-0.000443,-0.023073,0.012405,0.030953,cluster1,0
152,-0.024562,-0.063074,-0.001968,0.018997,-0.012269,0.069745,0.011479,0.006111,0.028248,0.029252,0.010498,0.016999,-0.016915,-0.014248,-0.018746,0.024493,-0.042316,0.025006,-0.044056,cluster1,0
153,0.002745,-0.003221,0.018567,-0.029699,-0.012876,-0.01575,-0.000815,0.021169,0.038193,-0.030433,-0.001567,0.018401,-0.024083,0.017377,-0.029729,0.010554,-0.026578,0.008589,0.008445,cluster1,0
154,0.012351,0.003198,0.015609,-0.027598,-0.049301,-0.011335,-0.004076,0.014861,0.001145,0.017099,-0.018768,-0.028164,-0.011784,-0.012095,0.007098,-0.014317,-0.013564,-0.026179,0.066888,cluster0,1
155,0.024689,0.000992,0.009934,-0.017152,-0.03477,0.011838,0.024902,-0.007004,-0.017738,0.015157,0.006569,-0.000017,-0.009759,0.006066,-0.019769,0.000193,-0.017615,0.017339,0.014833,cluster0,1
156,0.171536,0.045899,-0.104747,-0.010243,-0.0255,-0.071184,-0.124463,0.013844,0.072401,0.063783,-0.077387,-0.084659,0.017366,-0.123315,-0.104318,0.045555,-0.020778,0.079374,-0.077535,cluster0,1
157,0.016679,-0.009632,0.00363,0.010276,-0.004956,0.024354,0.022184,0.009417,-0.001865,-0.003152,-0.020142,0.008355,0.016494,-0.010329,0.032116,-0.001287,-0.017823,0.044575,0.014305,cluster0,1
158,0.009751,0.005938,0.012122,-0.011196,-0.02711,0.000936,0.012152,-0.010111,0.002399,0.00864,-0.006512,-0.00003,-0.001789,-0.005431,0.010154,0.00904,-0.018505,0.016231,0.029917,cluster1,0
159,0.013282,0.014172,-0.003221,-0.029203,-0.016346,-0.034852,0.0263,-0.073128,-0.016048,0.068796,0.011371,0.003285,0.015304,0.005197,0.011656,-0.018687,-0.017499,0.019364,-0.019715,cluster0,1
160,0.006317,0.000957,0.008872,-0.015909,-0.005596,-0.012587,0.013126,0.005932,0.00723,-0.014045,-0.003481,0.020007,0.003411,0.003731,0.003497,0.01641,-0.033517,0.02655,-0.003774,cluster1,0
161,0.006387,-0.004707,0.006357,0.015455,-0.002879,0.010187,0.006544,-0.0188,-0.008672,0.028217,-0.008781,0.031479,-0.005286,-0.002665,-0.022025,-0.002135,-0.023029,-0.017643,-0.011849,cluster1,0
162,-0.009138,-0.005492,0.015551,0.002781,-0.027535,-0.000494,-0.062218,0.004375,-0.004078,-0.01079,0.009823,-0.050396,-0.045909,0.015617,-0.011988,-0.017729,-0.000214,-0.045307,0.020583,cluster0,1
163,0.009757,0.041867,0.012189,-0.023557,0.033676,-0.010516,0.008669,0.006906,0.014253,-0.034444,0.014204,0.000393,-0.015955,0.021429,-0.008639,0.020552,0.022789,0.020316,0.007875,cluster1,0
164,-0.024056,-0.024693,0.034553,0.030325,-0.050776,0.039962,-0.016726,0.008089,0.051761,0.027321,0.011217,0.008833,0.003148,-0.010325,-0.005372,0.042498,-0.018725,-0.000759,0.009245,cluster0,1
165,-0.004714,-0.010514,0.00195,-0.014236,0.004009,-0.018051,0.009885,0.02888,0.002353,-0.007529,-0.017459,0.017613,0.018777,-0.011855,0.022483,0.018423,-0.04413,0.005946,-0.0115,cluster1,0
166,0.009241,0.006679,0.024025,-0.001267,-0.067722,-0.024272,-0.002385,-0.004759,0.030302,-0.015252,-0.007351,-0.009827,-0.005881,0.017881,-0.013394,-0.016042,-0.00275,-0.020686,0.025033,cluster0,1
167,-0.03172,-0.028254,0.018026,0.005154,-0.023053,0.034126,-0.001597,-0.015661,0.030796,0.031171,-0.006336,0.003218,-0.00267,-0.013119,0.008265,0.048884,-0.01812,0.005778,-0.01111,cluster1,0
168,-0.007704,0.013706,0.000741,0.004738,0.01668,0.002929,-0.041466,0.019167,-0.042009,-0.018811,-0.005294,-0.024402,-0.013572,-0.019644,0.035442,-0.010588,-0.009497,0.004315,0.00697,cluster1,0
169,-0.018766,0.020009,-0.010411,-0.033357,0.033911,-0.039146,-0.00055,0.017787,-0.014273,-0.018674,0.024501,0.000355,-0.00726,-0.001955,0.003871,0.030418,-0.033636,-0.012419,-0.035656,cluster0,1
170,0.004728,-0.006303,-0.001227,-0.012151,0.001365,-0.012384,0.008382,0.004255,-0.004288,-0.019007,-0.019646,0.023295,-0.011755,0.001177,-0.010418,-0.011521,-0.030063,0.00329,-0.017879,cluster1,0
171,0.018241,0.003998,0.024717,-0.001729,-0.032433,0.012424,0.007208,0.014529,0.01562,0.010383,0.002978,0.015818,-0.008986,0.007695,-0.033598,0.00016,-0.007348,-0.003167,0.024553,cluster0,1
172,0.007617,-0.011061,0.016952,-0.002844,-0.006458,0.036043,0.00079,0.012804,0.005088,0.010758,-0.013228,0.010436,-0.012455,-0.008137,-0.004399,0.011087,-0.013703,0.024964,0.024331,cluster1,0
173,-0.001855,0.007277,0.003035,-0.01157,0.003567,-0.017595,0.021417,-0.011363,0.031592,-0.033418,-0.025969,0.031721,-0.019393,0.009583,-0.020034,0.000415,-0.010193,-0.006927,-0.00686,cluster0,1
174,-0.013858,-0.047842,0.010106,-0.00616,0.01158,0.006785,-0.024388,-0.001126,0.008661,-0.025371,-0.015627,0.017555,0.044587,-0.029416,-0.052522,-0.018105,0.007526,0.011517,0.064365,cluster1,0
175,-0.010362,-0.014978,-0.000438,-0.028837,-0.002798,-0.017015,0.027336,-0.000552,-0.007079,-0.01101,-0.035881,-0.000918,0.01361,-0.000522,0.029175,0.027219,-0.01603,-0.00377,-0.024926,cluster0,1
176,-0.018505,-0.01964,-0.031782,-0.001013,-0.030541,-0.007452,0.045894,-0.07114,-0.010854,0.032553,-0.002335,-0.001916,-0.001702,-0.021488,0.022296,-0.00205,-0.044646,-0.004299,-0.039435,cluster0,1
177,-0.01677,-0.031176,0.002468,0.020828,0.01942,-0.005695,-0.010961,-0.028486,0.027739,-0.035946,-0.035061,0.046773,0.037864,-0.025819,-0.075481,-0.046668,0.034009,-0.032666,0.050044,cluster1,0
178,0.009847,0.002214,0.003454,-0.001082,-0.056756,-0.021076,0.031406,-0.023182,0.020952,0.007856,0.012697,0.005811,0.001269,0.008568,-0.014735,-0.011154,-0.02122,-0.015512,0.000833,cluster0,1
179,-0.031987,-0.084963,-0.001524,-0.008915,0.009285,0.044936,-0.006844,-0.012519,-0.0088,0.013325,0.021188,0.022518,0.0368,-0.031069,-0.083331,0.01888,-0.021192,0.022287,0.00094,cluster0,1
180,0.042555,0.0408,0.021605,-0.023393,-0.007973,-0.015557,0.007868,0.073251,-0.037126,0.004548,0.04584,-0.003935,0.007431,0.019169,-0.048732,0.004017,0.004634,-0.030011,0.012856,cluster0,1
181,0.00416,-0.000298,0.006616,-0.038188,-0.000691,-0.023181,0.005107,0.005699,0.005006,-0.018303,-0.002415,0.021321,-0.023223,0.010755,-0.025962,0.007931,-0.037585,0.009516,-0.008939,cluster1,0
182,0.040032,-0.048089,0.043617,0.04828,-0.123534,0.038243,-0.036436,-0.007555,-0.029811,-0.02765,0.003692,-0.037121,0.012611,0.030928,-0.001425,-0.020051,0.023166,0.034588,-0.05456,cluster0,1
183,0.018904,0.005362,0.00756,0.000332,-0.008452,-0.005338,0.017383,-0.00743,-0.0237,0.029446,0.002024,0.028666,0.018555,-0.001528,-0.003146,-0.004147,-0.023305,0.01028,-0.016017,cluster1,0
184,-0.004753,-0.042827,-0.015359,0.002605,0.004081,0.058428,0.021402,-0.014202,0.012216,0.030344,-0.008991,0.00935,-0.028828,-0.022312,-0.000591,-0.010268,-0.029668,0.030669,-0.001179,cluster0,1
185,-0.026698,-0.017572,0.00032,0.020666,-0.012193,0.0186,-0.035301,0.005062,-0.046144,-0.021074,-0.002586,-0.034014,-0.014811,-0.002587,0.006694,-0.000333,-0.001461,-0.017715,-0.067819,cluster0,1
186,0.004015,0.006547,0.000091,-0.012979,-0.056021,-0.003685,0.024165,-0.026417,-0.008334,0.038074,0.000473,-0.013153,0.003381,-0.013111,0.015768,0.000234,-0.016835,-0.002452,0.03475,cluster0,1
187,-0.021221,-0.01691,0.011875,0.016987,-0.003621,0.018755,-0.006075,-0.002825,0.023688,0.019957,-0.010854,0.031932,-0.001852,-0.016469,-0.002665,0.021148,-0.025201,-0.007517,-0.014966,cluster1,0
188,0.023267,-0.06684,-0.028146,0.014751,-0.022694,0.001437,0.036853,-0.014055,0.09933,-0.01729,-0.005484,-0.017745,0.023438,-0.008964,0.057784,-0.018177,-0.027035,0.052752,-0.032596,cluster0,1
189,0.06097,0.013902,0.000205,0.001728,-0.057512,-0.031458,0.082217,0.028717,-0.019964,-0.032093,0.003441,0.012262,0.041755,0.037849,-0.028521,-0.033692,-0.004358,-0.007425,-0.024177,cluster0,1
190,-0.053595,-0.065086,-0.001678,0.046902,-0.012948,0.027562,0.007096,-0.100407,0.082534,-0.054302,0.024234,0.033365,0.051933,-0.014409,-0.022063,0.027927,-0.004144,0.089954,-0.000624,cluster0,1
191,0.020552,-0.009875,-0.014274,0.029423,0.014888,0.023095,0.009304,0.019776,-0.00927,-0.021232,-0.003826,-0.012037,-0.016135,0.016985,-0.027539,-0.063594,0.022176,-0.020853,-0.04391,cluster0,1
192,0.004687,0.009441,0.006825,0.005689,-0.011279,-0.008008,0.019943,-0.028167,0.035765,-0.026557,-0.008452,0.022744,-0.000092,0.005766,0.016801,0.004763,-0.016939,0.041153,0.00889,cluster1,0
193,-0.002323,-0.012099,0.020434,-0.007424,-0.011462,0.030568,-0.009187,0.010309,0.006883,0.013335,-0.009605,0.007443,-0.015372,-0.01021,-0.004083,0.022932,-0.020284,0.019068,0.022461,cluster1,0
194,0.016842,-0.001313,0.033626,0.018893,-0.019187,0.042633,0.008056,-0.00112,-0.017492,0.016105,0.029971,0.049693,-0.002287,0.021695,-0.062647,0.037115,-0.016748,0.036481,-0.044625,cluster1,0
195,-0.01676,0.021583,-0.005662,0.009558,0.038302,-0.007016,-0.008062,0.030458,-0.018506,-0.003967,-0.025742,-0.00576,0.009921,-0.026067,0.031868,0.002015,0.0103,-0.045604,-0.002293,cluster1,0
196,0.011324,-0.038689,-0.020199,-0.007809,-0.019583,0.020363,0.057532,-0.014056,0.008208,-0.002201,0.000329,0.002259,-0.004671,0.007828,0.001515,-0.008645,-0.02967,0.02623,-0.02876,cluster0,1
197,0.014678,0.010089,0.01923,-0.008195,-0.041724,-0.015414,0.011229,0.008918,-0.014297,0.021768,0.005677,0.010662,0.011389,0.002666,-0.020749,0.007625,-0.021685,-0.021513,0.00378,cluster0,1
198,0.00522,-0.017591,0.011129,0.015497,-0.037027,0.003778,-0.030172,-0.021229,-0.079009,-0.020064,-0.036327,-0.01486,0.004811,0.003362,0.023504,-0.024041,-0.020537,0.029698,-0.053911,cluster1,0
199,0.019832,0.012603,0.014542,-0.022956,-0.014212,-0.010581,0.008455,0.004877,0.018694,-0.01528,-0.010663,0.008497,-0.014408,0.006111,-0.003821,-0.006645,-0.01418,0.020059,0.042343,cluster0,1
200,-0.02164,0.032013,-0.008744,-0.002898,0.008777,-0.042772,0.0015,-0.005028,0.041445,-0.036473,0.002585,-0.007905,-0.013925,-0.003301,0.016803,-0.004946,0.002515,-0.038365,0.008942,cluster1,0
201,0.007043,0.008941,0.00931,0.01788,-0.015198,0.012509,0.009958,-0.015855,-0.00446,0.012197,-0.029647,0.015518,0.002042,-0.015125,0.009133,-0.008381,-0.000872,-0.006734,0.021097,cluster1,0
202,0.013558,-0.03468,-0.000678,-0.080922,0.015741,-0.017123,0.037405,-0.049287,0.037693,0.073416,-0.030839,-0.025952,0.001395,0.026502,0.025931,-0.029665,0.045978,0.004113,-0.013805,cluster0,1
203,-0.002623,0.035812,-0.002363,0.056756,0.021186,-0.029648,0.012987,-0.033584,0.016407,-0.058139,0.011282,0.026059,0.046943,0.011691,0.06648,0.003533,0.011961,0.043979,-0.056043,cluster0,1
204,0.000403,0.028458,-0.001878,-0.000446,0.028619,-0.005106,-0.006909,0.000677,-0.013933,-0.030748,0.010465,0.00697,-0.025267,0.006213,-0.012736,-0.006223,0.003828,0.000259,-0.016139,cluster0,1
205,0.012115,-0.021046,0.018814,0.020948,-0.03652,0.029495,0.018985,0.034625,0.001908,0.031584,0.018072,0.021123,0.026539,-0.000943,-0.019426,0.016874,-0.027698,0.003566,-0.019011,cluster0,1
206,0.000467,-0.00245,-0.000352,-0.026847,-0.014608,-0.036542,0.003772,0.004135,-0.01255,-0.012022,-0.00905,0.013108,-0.006764,0.000547,-0.007588,-0.003311,-0.044356,-0.010908,-0.018681,cluster1,0
207,-0.008578,0.025048,0.002818,-0.032434,0.021753,-0.012714,-0.01332,0.021998,0.003018,-0.008244,0.018181,-0.017183,-0.02596,-0.006708,0.002664,0.017399,-0.009159,-0.009168,0.026281,cluster1,0
208,0.012199,-0.037564,-0.000597,0.004604,-0.045023,0.017082,0.023711,0.006572,0.007266,0.030906,0.016474,-0.002842,-0.00466,0.011709,-0.031698,-0.006036,-0.041025,-0.020203,-0.011576,cluster0,1
209,0.000496,0.018362,-0.00498,0.004831,-0.026127,-0.035639,0.036853,-0.065927,0.058249,-0.050093,-0.007171,0.016969,-0.003727,0.014466,0.029212,-0.006082,-0.016252,0.044157,0.006163,cluster1,0
210,-0.016841,0.007376,-0.003314,0.003852,0.025795,-0.003669,-0.030209,0.032751,-0.033767,-0.015636,-0.00891,-0.021673,0.006224,-0.024659,0.048719,0.006703,-0.015808,-0.003372,-0.008226,cluster1,0
211,0.01075,-0.01868,-0.004097,-0.00407,-0.033047,0.015087,0.02662,0.014709,-0.017731,0.040751,-0.012688,-0.015947,0.017883,-0.025068,0.024852,-0.006961,-0.027886,-0.00784,0.021872,cluster0,1
212,0.003436,-0.024397,0.014271,0.018499,-0.034741,0.013756,-0.02198,-0.02218,-0.070967,-0.01595,-0.041671,-0.011932,0.012099,0.002461,0.039209,-0.012641,-0.004236,0.024741,-0.047285,cluster0,1
213,0.015127,-0.020508,0.012747,0.024298,0.010106,0.003621,0.008979,-0.031855,-0.027411,-0.01618,-0.034294,0.036546,0.072738,-0.00528,-0.077156,-0.050716,0.06014,-0.009043,0.021879,cluster0,1
214,0.015022,0.003932,0.004182,-0.018089,-0.003726,-0.007423,0.00998,0.024594,-0.015477,0.011953,-0.032585,-0.003872,0.014589,-0.022607,0.036028,-0.005472,-0.022077,0.001745,0.043992,cluster1,0
215,-0.019471,0.028573,-0.00734,0.033868,0.031063,-0.005315,0.001627,0.001295,-0.004705,-0.019477,-0.026657,0.003625,0.012971,-0.019089,0.034531,-0.001015,0.021179,-0.035945,-0.015399,cluster1,0
216,0.049579,-0.001489,0.026119,0.018963,-0.038409,-0.006478,0.024712,-0.020768,-0.012512,0.022059,0.01454,-0.014083,0.032424,0.040197,0.002727,0.029769,-0.036963,-0.000845,0.030501,cluster0,1
217,-0.012909,-0.009547,0.016151,0.051913,-0.027808,0.054768,-0.068155,-0.013339,-0.110774,-0.050789,-0.021201,-0.05179,-0.015075,-0.00497,0.043243,-0.002746,0.011224,0.042835,-0.053779,cluster1,0
218,-0.008987,-0.009801,0.028877,-0.001913,-0.056643,0.00054,0.008828,-0.005722,0.036888,0.030512,0.003487,-0.005536,0.014092,0.005915,-0.001366,0.029238,-0.000955,-0.021618,0.00729,cluster1,0
219,-0.007804,-0.042433,0.015762,-0.020952,-0.009699,0.020007,-0.009394,-0.023909,-0.021318,0.004411,0.007605,0.003901,0.042221,-0.02341,-0.069023,0.010112,0.009223,0.019472,0.060584,cluster1,0
220,-0.012769,-0.015781,0.015029,0.010686,-0.027585,0.042702,0.001271,-0.042369,0.001368,0.04514,0.023181,0.021434,-0.020775,-0.006215,-0.028755,0.033112,-0.028185,0.022989,-0.021526,cluster1,0
221,-0.031664,0.008463,0.010153,-0.037586,0.008231,0.007129,0.008906,0.001504,0.01595,-0.022149,0.007718,-0.027694,-0.036184,0.014596,-0.023003,0.065058,0.019975,-0.029098,-0.019038,cluster1,0
222,0.007281,0.010349,0.008,-0.011805,0.005195,-0.016284,-0.002171,-0.004075,0.018611,-0.026115,-0.024469,0.038085,-0.037401,0.009446,-0.04324,-0.026245,-0.009998,-0.018356,0.002906,cluster1,0
223,0.008224,0.014182,0.033849,0.020641,0.08789,-0.015228,-0.012723,0.001031,0.070612,0.087489,-0.049677,0.031676,0.06312,0.027146,0.032069,-0.040409,0.139719,-0.086684,-0.030215,cluster0,1
224,0.011341,-0.026909,0.020305,0.035035,-0.017358,0.079546,0.008405,0.000593,0.013542,0.045954,-0.013375,0.000975,0.013017,-0.018517,0.02777,0.006249,0.007765,0.046147,0.032477,cluster0,1
225,0.038922,-0.019491,0.023056,-0.019998,-0.002462,-0.0178,-0.007536,0.001043,0.049701,0.021189,0.000973,0.014596,0.007136,0.014324,-0.00143,-0.028413,0.007834,0.013975,-0.006697,cluster1,0
226,0.008139,0.005368,-0.029075,-0.012333,0.005449,-0.011977,-0.000318,0.018328,-0.020906,0.010262,-0.046115,0.009042,0.008206,0.019306,0.006467,0.013459,-0.035899,0.016094,0.033005,cluster0,1
227,-0.002539,-0.010282,0.001735,0.00583,-0.0195,0.02501,0.023515,-0.021509,-0.005124,0.025972,-0.020373,-0.006977,0.013449,-0.021408,0.039172,0.017705,-0.015029,0.022452,0.014567,cluster0,1
228,0.013355,0.011778,0.004526,-0.021447,-0.002579,-0.026999,0.015703,0.002249,-0.002048,-0.007141,-0.005685,0.027077,-0.002857,0.00361,-0.012349,-0.001735,-0.030898,0.002904,-0.000729,cluster1,0
229,-0.006771,0.005156,-0.00234,0.01039,-0.042982,0.008573,0.024964,-0.090365,0.034822,0.00988,0.009582,0.005086,-0.026486,-0.001936,0.006723,-0.000312,-0.015161,0.033152,0.013959,cluster0,1
230,-0.01446,0.020728,0.001233,-0.027418,0.037748,-0.018507,-0.010394,0.02408,0.013567,-0.034113,0.023371,0.004772,-0.023519,0.005248,-0.005799,0.028089,-0.01852,0.007442,-0.011063,cluster1,0
231,0.012047,0.002641,0.005796,0.027719,0.010961,0.008454,-0.005139,0.017925,0.007554,0.002433,-0.039187,0.040725,-0.00301,-0.017474,-0.007388,-0.041984,-0.005961,-0.023623,0.016314,cluster1,0
232,0.062365,0.033531,0.036026,0.031275,-0.058456,0.00385,0.009286,0.047705,-0.075424,-0.035573,0.048687,-0.026371,0.054493,0.047449,0.002322,-0.00646,0.02417,0.046236,-0.029276,cluster0,1
