@relation 'AT: dr-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R20-weka.filters.unsupervised.attribute.Standardize_principal components'

@attribute -0.393MA_Detection_4-0.391MA_Detection_3-0.391MA_Detection_5-0.385MA_Detection_2-0.38MA_Detection_1... numeric
@attribute -0.42MA_Detection_Exudates_4-0.395MA_Detection_Exudates_6-0.387MA_Detection_Exudates_5-0.377MA_Detection_Exudates_7-0.336MA_Detection_Exudates_8... numeric
@attribute 0.454MA_Detection_Exudates_2+0.419MA_Detection_Exudates_3+0.415MA_Detection_Exudates_1-0.321MA_Detection_Exudates_7-0.316MA_Detection_Exudates_8... numeric
@attribute 0.709Diameter_of_Optic_Disc-0.593Distance_to_macula-0.335results_of_prescreening-0.11quality_of_assessment-0.094AM_FM_classification... numeric
@attribute 0.869quality_of_assessment-0.434results_of_prescreening-0.175AM_FM_classification-0.142Diameter_of_Optic_Disc-0.06Distance_to_macula... numeric
@attribute '0.79 results_of_prescreening-0.482Distance_to_macula+0.334quality_of_assessment-0.124AM_FM_classification-0.065MA_Detection_Exudates_3...' numeric
@attribute 0.667Diameter_of_Optic_Disc+0.617Distance_to_macula+0.267quality_of_assessment+0.249results_of_prescreening+0.104MA_Detection_Exudates_8... numeric
@attribute '0.903AM_FM_classification+0.19 quality_of_assessment-0.152MA_Detection_Exudates_4-0.142MA_Detection_Exudates_3+0.14 MA_Detection_Exudates_8...' numeric
@attribute '0.569MA_Detection_Exudates_8-0.499MA_Detection_Exudates_5-0.344MA_Detection_Exudates_4+0.31 MA_Detection_Exudates_7+0.276MA_Detection_Exudates_1...' numeric
@attribute Class {0,1}

@data
3.779643,-1.458454,2.356738,-0.726961,0.105665,-0.452363,1.153048,-2.021086,0.700145,0
3.216642,0.286158,-0.408065,2.077983,1.357529,-2.081458,-1.148885,1.052261,0.089217,0
4.811211,-3.070607,4.570099,0.921718,1.784307,-2.327292,-2.847414,-0.114418,1.875201,1
2.059374,0.401995,-0.444375,2.532944,1.302269,-1.902665,-1.303329,1.292821,-0.079655,1
0.996313,-3.826161,-1.183304,-0.781186,1.83289,-3.504434,-1.070403,-2.320647,-3.721407,1
0.081595,0.851742,-0.563416,0.731745,-0.237411,0.973981,-1.028853,1.647911,-0.419948,0
-5.530536,-7.531567,-5.220893,-0.911368,-0.073327,0.124204,0.816059,1.087761,3.726056,1
-0.79528,0.305908,0.509636,1.99281,-0.115444,1.010579,0.316569,-0.261371,0.287374,0
-1.158603,-3.922567,-3.004575,-0.305321,0.036875,0.371375,0.574082,-0.021353,2.059174,1
0.827687,0.576365,-0.157063,0.460151,0.100294,0.74383,-0.151915,-0.56546,0.383747,1
-1.008942,1.096319,-0.491445,0.211932,-0.452636,0.193093,0.267514,1.655001,-0.747237,0
-5.264888,-1.302798,-0.823102,-0.226142,-0.26741,-0.249571,0.989286,0.425672,0.277777,1
-2.675745,0.011613,0.895792,0.448239,0.032251,0.646345,-0.735851,-0.221524,0.024987,0
-3.437103,0.784718,0.366078,0.072669,-0.320474,-0.360072,1.493952,0.007824,-0.192036,1
3.24651,1.025372,-0.927557,-1.675629,-0.170685,-0.295991,0.321009,0.816504,-0.265841,0
-3.443935,0.229164,0.300262,1.485453,-0.240741,0.598273,0.504762,0.149055,-0.081142,0
-2.686881,0.546275,0.434586,-0.788432,0.003798,-0.037862,-0.075901,-0.270028,0.008355,0
-1.318303,0.256148,0.688152,-0.709462,-0.193278,-0.657008,1.586677,-0.715144,-0.175552,0
2.432105,0.994001,-1.075105,0.83284,1.346793,-2.629453,-0.87833,1.154523,-0.142313,0
2.268985,0.823032,-0.809749,0.321555,-0.236362,0.633909,-0.237575,1.201626,-0.310938,0
2.471522,0.997538,-0.996526,-0.863705,-0.153252,0.21041,-0.303001,1.01332,-0.39435,0
-1.145842,1.072745,-0.731353,1.123875,0.064488,1.208846,-0.760869,-0.105188,-0.05415,1
-1.13438,-0.504378,1.03749,-0.618419,0.181983,0.298566,-0.867326,-0.824059,-0.083587,1
-1.773192,-0.978197,0.290736,0.424307,1.558508,-3.202392,-0.498007,-0.777906,-0.388206,0
3.170169,0.704425,-0.897367,0.994921,0.249325,1.330303,-0.62479,-0.943551,0.317757,0
-5.230074,0.744257,0.839997,-1.814755,0.138945,-0.088242,-1.29977,-0.016205,-0.055477,1
2.00478,1.184469,-1.25506,0.293454,0.108432,0.722527,0.174298,-0.735622,0.061148,0
-4.144563,0.389771,0.902406,0.185128,-0.456917,-0.693694,2.15051,-0.041829,-0.402992,0
-5.157602,0.623573,0.46419,-0.105139,-0.174641,0.033602,0.098882,0.428717,0.026062,1
2.771253,1.513562,-1.919446,2.279849,-0.761632,0.390202,2.591455,1.356321,-1.040492,0
-2.063769,0.904364,-0.04707,-0.779246,0.18996,0.489913,-1.105597,-0.280132,0.110914,1
2.993588,0.09472,0.460829,-1.923024,-0.184193,-0.599158,0.47635,0.657696,0.152925,1
-1.526284,0.29467,0.045847,0.62303,0.084142,0.888866,-0.761892,-0.288539,-0.060333,1
0.624577,-0.621387,1.199782,0.392472,-0.442918,-0.041899,0.588018,1.087735,-0.322769,1
-3.553795,0.972786,0.140446,-0.240228,-0.052108,0.224946,-0.159702,-0.012478,-0.144499,0
1.017094,-27.791147,-11.640863,-1.17629,0.558545,0.454204,0.23665,-2.467402,-0.2349,1
-2.999373,0.852567,0.039322,0.489871,-0.092985,0.485704,-0.024327,0.042418,-0.106183,0
1.851995,1.014475,-1.018775,-0.362331,0.292138,0.846837,-0.831843,-0.751442,0.292659,0
0.599742,0.880491,-0.187773,-1.478477,-0.505721,-1.000822,1.70949,1.132751,-0.53075,0
-2.498877,1.253579,-0.566628,1.320647,-0.366448,0.244468,1.607348,0.086245,-0.399725,1
-1.486018,0.757799,-0.151602,-0.082404,0.111184,0.624308,-0.710891,-0.282634,0.044652,0
0.40913,0.538932,0.072972,-0.029056,0.136234,0.558037,-0.275174,-0.702336,0.297681,1
1.834209,1.141747,-0.883363,-2.016426,-0.202047,-0.513411,0.265361,0.923638,-0.505353,0
2.089073,-0.706055,1.275238,-0.344404,-0.21673,0.044416,-0.090354,0.760461,0.103541,0
0.619036,0.280368,0.257954,0.678079,-0.317211,0.583484,-0.273967,1.367528,-0.234655,0
2.012928,-0.568751,1.053868,1.558243,-0.377966,0.712294,0.140163,1.058025,-0.093205,0
0.878063,-1.599222,-0.287425,-2.39281,-0.220522,-0.805508,0.495847,1.140338,0.940527,1
-2.000255,-0.036568,0.633243,0.353172,0.170992,0.938832,-1.421326,-0.348397,-0.016456,0
-0.915012,1.106376,-0.670002,0.603035,-0.08373,0.501629,0.493287,-0.302052,-0.189005,0
-1.132799,0.809741,-0.802052,1.897219,1.281194,-2.943849,0.927728,-0.14852,0.181561,1
1.716946,-3.297741,4.125704,-0.735636,-0.146149,-0.385727,-0.714067,-0.150697,-0.30107,0
-1.088513,-0.644682,-0.831586,-1.7216,0.037689,-0.504869,0.624281,-0.625542,0.20991,1
3.766104,-4.543589,5.277257,1.051777,-0.201537,0.159316,-0.395849,-0.510939,0.035324,0
-1.594995,-16.162178,-5.52483,-0.983089,-0.111315,-0.198937,-0.346613,0.040572,-3.627895,1
-0.509547,-1.418917,0.698727,0.517369,0.02788,0.421735,-0.048141,-0.973101,-0.641697,0
2.322337,0.044652,0.232063,0.146661,0.052803,0.273197,0.696465,-1.168472,0.193228,0
2.368692,1.33604,-1.775941,1.396901,0.09765,1.316984,-0.079347,-0.600535,-0.067658,1
2.562838,0.758196,-0.783341,1.735017,1.268611,-2.376298,-0.655208,1.261362,0.000228,1
0.025454,1.220896,-1.094801,0.348677,0.065941,0.747732,-0.152653,-0.405021,-0.116663,1
0.943888,-0.451391,1.127307,0.140101,-0.290655,0.300529,-0.178344,1.263188,0.153053,1
-0.679446,-2.387556,-0.326864,-0.657292,0.044023,-0.199597,0.206229,-1.370363,-2.432346,1
1.575428,-1.054376,1.884378,0.872064,0.162364,0.799376,-0.452805,-1.142131,0.719229,0
1.161618,0.484233,0.142425,-2.387106,0.210891,-0.587791,0.243362,-1.221308,0.239636,0
-0.951211,0.383139,0.481339,-0.579368,0.057983,0.081321,0.0083,-0.716021,0.014813,0
-1.304256,-30.779552,-8.085173,1.385929,0.440142,1.525083,-4.002575,-2.704208,-11.476037,1
-2.115412,-1.742332,1.596852,2.013777,-0.448458,-0.015505,2.164852,-0.423075,0.292073,1
-0.26034,1.203865,-0.896747,1.061116,-0.155682,0.541914,0.983813,-0.373967,-0.278039,0
2.215822,-0.400638,0.987007,0.362725,0.348261,1.090586,-1.254449,-1.079987,0.842831,0
1.955943,0.932692,-0.799878,-0.009701,0.071371,0.420757,0.520216,-0.822232,0.152262,0
3.600432,-1.103782,1.447711,0.583425,-0.229013,0.427834,-0.03405,0.529225,0.027178,1
2.708017,-0.513369,1.385699,0.67635,-0.033391,0.21108,1.255552,-1.174091,0.823167,1
2.944603,0.328803,-0.258486,0.363338,-0.100911,0.913243,-0.952256,1.038179,-0.032561,0
1.804417,1.169134,-1.1158,-1.18471,0.202967,0.155252,0.044054,-0.997839,-0.034951,1
-0.668638,0.295554,-1.462951,-0.218824,-0.086084,0.095318,1.021631,-0.246595,0.632442,1
0.965463,-0.138211,1.196091,1.064396,-0.646552,-0.108715,1.789072,1.544261,0.267119,1
-7.012643,0.579072,1.31017,-2.322568,-0.235351,-1.300801,0.724791,0.561322,0.155184,1
-1.565561,-1.056529,1.781842,0.260698,-0.416791,0.006525,-0.167864,1.232218,-0.737647,0
1.632835,-1.012768,1.404573,1.208663,-0.542101,-0.001198,1.295801,0.782563,-0.505082,1
-3.055526,-7.370354,-0.360193,0.587801,1.158087,-3.448606,-0.608548,1.384006,-0.165203,1
3.529129,-0.154169,0.355104,0.930046,-0.203695,0.855147,-0.303514,0.936983,0.122907,0
2.072111,0.48831,-0.132763,-0.478315,-0.220144,0.154908,-0.065401,0.990835,-0.211574,0
2.346118,0.899011,-0.721484,-1.484806,-0.088948,0.036862,-0.530081,0.950835,-0.266599,0
2.111152,0.413787,-1.689917,2.587536,1.7086,-1.620097,-1.202724,-0.780428,-0.391226,1
2.267851,-0.643057,1.31058,-0.628287,-0.099055,0.182606,-0.686746,0.684015,0.158096,0
3.044686,-4.565859,5.509091,-0.065813,0.210153,-0.239991,-0.12696,-2.690261,0.506431,1
0.209906,1.145407,-0.965833,3.216853,-0.976572,0.389,2.941425,1.870879,-0.995087,0
2.006118,1.420469,-1.45857,-1.257032,0.152386,0.011293,0.446907,-0.969399,-0.089791,0
-0.897324,0.88618,-0.283114,0.801392,-0.019889,0.742493,0.027268,-0.276829,0.050285,0
-1.422582,0.982708,-0.27223,0.998872,-0.210521,0.372318,1.056411,-0.197594,-0.128871,0
2.683482,1.216064,-1.318933,0.554142,-0.051352,0.392043,1.35336,-0.908963,-0.069278,0
-2.093299,-1.057413,2.591061,-0.930631,0.057793,-0.306004,-0.212388,-0.950175,0.25747,0
1.587768,-1.338855,1.914836,0.351537,0.092335,0.310626,0.142482,-1.317219,0.370819,1
-0.001641,1.427189,-1.379296,1.686409,1.497431,-2.475264,-0.112867,-0.368943,-0.045159,0
0.52947,-0.664874,1.210985,0.713758,-0.508587,0.005933,0.857078,1.125158,-0.52532,0
-3.456452,1.163743,0.028607,-0.238095,-0.303975,-0.436927,1.533652,-0.093717,-0.378951,0
-3.367909,0.935331,0.060112,0.544244,-0.173988,0.325467,0.383355,0.094855,-0.180884,1
-1.909912,-0.047519,0.147718,2.117357,1.351047,-2.735325,0.160847,-0.393498,-0.255791,0
3.327669,-0.901547,1.644897,-1.375413,-0.306746,-0.831904,1.187354,0.339544,0.106788,0
-1.706338,0.965864,-0.292549,0.961695,-0.10528,0.650704,0.288901,-0.114861,-0.073155,1
2.423233,0.813811,-1.044429,0.51622,-0.121293,1.056036,-1.055034,1.206448,-0.405549,0
1.230765,1.436067,-1.414198,0.577543,-0.187527,0.151986,1.796492,-0.643391,-0.303775,0
4.243295,-1.635215,2.218594,-0.040729,-0.203285,-0.041633,0.287615,0.051313,0.165214,0
2.502598,-0.398256,0.563576,-0.156962,-0.103864,0.521048,-0.844392,0.842332,0.004211,0
-1.257784,1.010632,-0.536897,-0.659197,0.179116,0.528295,-0.879626,-0.380706,-0.046994,0
-2.464987,1.007028,-0.170895,-1.274134,0.068462,-0.060548,-0.287347,-0.256824,-0.081391,1
3.133054,0.417631,-0.253583,-1.416016,-0.02682,0.132586,-0.745881,0.754978,-0.068681,1
-2.339365,1.06637,-0.14201,-1.413447,0.121704,-0.000617,-0.524566,-0.32572,-0.034756,1
-0.517737,0.916277,-0.513103,-1.015088,-0.075932,-0.419877,1.129632,-0.643224,-0.279809,1
-2.506846,1.04135,-0.358548,0.602942,-0.093744,0.553454,0.069287,0.028494,-0.163719,1
-0.009193,-0.003692,0.12039,1.369981,-0.63584,0.115826,1.356118,1.356868,-0.991779,0
-0.906768,-5.033424,4.601758,-1.262265,-0.490745,-1.529434,1.076171,0.039864,-1.319594,1
-2.254598,1.209827,-0.595391,0.555955,1.559782,-2.857413,-0.760295,-0.162299,0.042715,1
-1.622667,-5.495186,-0.902395,-1.392007,-0.552043,-1.316172,1.684928,0.686165,-2.362846,1
-5.070092,-0.327062,0.090248,-0.132587,-0.171585,-0.040435,0.155444,0.09945,-0.940385,1
-2.412972,0.394482,0.870452,-0.471867,-0.015591,0.014241,0.073668,-0.289788,0.283926,0
0.491771,1.207878,-0.979291,-0.298707,0.095553,0.423952,0.056413,-0.622506,-0.063722,0
2.431231,1.359476,-1.34511,-1.552922,0.154359,-0.174352,0.673997,-1.090654,-0.011986,0
2.495814,-0.916698,1.254087,2.217393,1.328222,-2.252375,-1.24031,0.896203,0.294024,1
3.3071,-0.482965,0.962497,0.64013,-0.079367,0.044235,1.705175,-1.399269,0.420426,0
-4.241019,0.863445,0.345671,0.062049,-0.214563,-0.030446,0.574672,0.127532,-0.24,1
1.569282,-1.266281,2.306698,-0.162555,-0.167896,0.191345,-0.637746,0.728696,0.322083,0
3.251761,0.889999,-1.174483,0.80001,-0.133684,1.130402,-0.808525,1.111066,-0.321292,0
1.242509,-0.082596,0.482723,1.983202,0.009288,1.181907,0.061644,-0.703047,0.34908,1
2.240627,1.062301,-0.980751,-0.149125,0.004514,0.137866,1.11509,-0.99547,-0.044198,0
3.501822,0.280646,-0.114906,-0.014664,-0.153422,0.537731,-0.298188,0.902773,0.07514,0
2.074695,0.568946,-1.017461,-0.065618,-0.110633,0.779447,-0.981771,1.288484,-0.188149,1
1.272518,0.971286,-0.963813,-0.74672,0.119203,1.086479,-2.507064,1.312361,-0.281126,1
0.305232,0.005371,0.272219,-0.181961,0.308254,0.929996,-1.418867,-0.521256,0.723005,1
0.378659,1.084781,-0.826279,-0.928334,0.154019,0.243854,-0.17553,-0.570392,0.11154,1
-1.507876,0.759303,0.01069,-0.520042,0.113523,0.370947,-0.551446,-0.436933,0.011994,1
-5.660807,0.883391,0.711893,-0.838638,-0.096709,-0.128035,-0.258203,0.234235,-0.186764,1
-2.421758,1.193247,-0.430936,-0.581716,0.026447,0.237387,-0.250587,-0.162472,-0.166288,1
-2.322174,-11.61459,-1.504388,0.057428,-0.598346,-0.723901,2.129112,1.456629,2.575141,1
2.783308,-1.138347,1.711722,-0.04304,-0.20846,0.173258,-0.080238,0.670791,0.297248,0
0.062914,-0.892914,1.76159,-0.068056,-0.625141,-0.760399,1.850658,1.340468,0.306309,1
0.024621,1.115913,-0.792512,0.530459,-0.007019,0.614387,0.299923,-0.461876,-0.085041,1
2.834011,1.323629,-1.652059,0.012584,0.218889,0.844033,-0.213246,-0.904751,0.018937,1
2.357509,0.725125,-0.588804,-0.282628,0.219531,0.578471,-0.201146,-1.011375,0.286777,1
0.252359,1.204867,-0.810942,-0.731829,-0.0027,-0.077827,0.794489,-0.674499,-0.109912,1
-2.11238,0.713041,-0.293208,-1.781492,-0.28231,-0.396699,-0.388851,1.621818,-0.414795,1
-1.995668,0.949839,-0.420379,2.271633,-0.157846,1.266678,0.04429,0.169457,-0.099001,0
3.391891,-0.318401,1.348243,-1.733145,-0.119391,-0.390514,0.084797,0.717989,0.743334,1
-0.59778,1.462662,-1.143208,0.167696,-0.097964,0.268462,0.813573,-0.390765,-0.366736,0
3.30634,-3.331224,3.449674,-0.162643,-0.270733,-0.468033,0.415417,-0.385394,-0.685777,0
-0.487382,1.413563,-1.088049,-0.116097,-0.038091,0.258961,0.557431,-0.431196,-0.28826,0
-1.730447,0.390418,0.602854,0.748059,-0.119818,0.389483,0.477645,-0.33502,0.050537,0
-1.643621,1.212239,-0.581333,1.189133,1.337282,-3.151657,0.676037,-0.274884,-0.076022,0
0.995534,-0.308826,-0.987921,0.378185,-0.207593,0.807361,-0.741227,1.610851,0.317417,1
2.507548,1.184567,-1.082369,-1.571332,0.243601,0.036686,0.122902,-1.075342,0.200371,0
